LXGLWBIRJL,6,40,6,56,4,33,51,64,25,50,65,28,19,24,92,86,17,3,38,66,39,3,86,15,78,88,28,34,65,85,90,57,79,53,53,1,68,48,69,81,74,94,31,97,88,29,23,94,39,33,71,51,47,30,92,6,35,7,5,22,13,30,85,57,8,95,57,44,32,86,74,96,12,79,96,78,76,26,86,27,71,6,78,40,82,67,95,87,66,27,59,22,46,13,45,29,78,97,9,38,69,51,48,11,31,1,93,67,21,69,45,41,27,71,77,18,48,30,22,27,17,26,27,40,90,63,89,25,71,99,39,14,36,74,70,9,85,81,71,74,25,43,34,55,67,87,99,36,78,100,75,64,97,78,34,88,94,61,19,59,91,97,82,24,91,4,16,86,82,20,48,58,45,68,94,95,95,73,60,3,5,24,66,57,75,76,96,36,35,34,52,28,95,76,79,71,94,44,0,68,99,81,37,14,6,75,77,66,35,66,28,23,39,7,54,31,97,16,80,19,83,86,30,33,28,84,22,15,12,63,40,67,14,14,22,4,87,3,49,82,33,80,33,29,54,23,44,59,2,94,31,68,47,12,70,18,9,78,94,41,13,15,58,59,66,78,71,34,9,73,57,42,49,60,65,36,81,34,86,50,88,27,15,40,20,75,47,100,57,92,39,57,22,39,48,38,27,36,25,99,82,24,94,42,1,3,46,30,73,50,40,38,68,82,63,94,6,95,78,56,24,87,33,43,95,91,16,62,41,55,37,18,88,36,21,38,96,22,73,30,16,18,75,71,96,10,8,58,88,53,61,35,66,2,54,45,98,42,87,66,10,11,34,41,97,8,92,12,83,49,46,100,66,97,1,28,62,93,74,18,80,90,100,51,74,5,72,68,77,16,57,26,46,48,88,29,1,0,34,36,63,1,35,58,97,94,79,21,23,59,15,97,56,12,60,57,85,8,31,24,12,43,90,58,32,99,57,32,95,15,80,65,3,52,80,13,45,41,44,33,12,19,31,59,71,60,13,38,93,0,83,33,41,26,29,35,37,16,96,68,66,10,15,7,63,17,96,10,66,5,95,73,52,17,44,98,46,75,75,47,33,8,23,42,26,14,38,45,42,68,75,39,40,28,6,66,45,53,34,40,25116
NBSXBPMRHT,82,50,10,85,65,64,1,44,97,20,69,76,63,63,21,94,19,32,73,38,72,89,88,19,41,100,99,32,30,77,45,76,10,65,27,55,39,15,100,37,88,94,72,24,91,88,24,71,16,70,4,19,28,67,70,45,3,100,96,31,91,77,47,67,15,90,17,57,47,41,93,13,46,61,7,87,78,62,6,82,9,50,37,41,32,99,83,13,97,50,74,46,8,92,26,40,94,93,79,79,20,23,52,94,78,53,22,80,13,77,68,78,78,37,60,85,0,60,11,61,25,85,50,38,15,52,90,21,40,23,40,26,55,32,27,9,88,55,75,77,90,83,49,25,92,52,46,87,66,51,50,50,86,46,89,7,37,75,7,61,82,63,83,79,52,53,38,70,35,85,17,88,32,97,47,96,84,86,46,42,67,43,79,52,64,15,13,26,22,92,35,39,76,54,16,39,75,99,86,28,0,14,85,82,75,11,82,34,58,75,53,74,99,92,13,66,24,91,59,31,4,82,50,41,10,22,79,64,61,65,59,41,25,74,87,7,68,44,71,5,25,31,80,60,86,88,90,8,4,4,48,48,24,37,74,3,5,23,45,32,12,8,62,46,63,0,74,43,42,90,77,40,68,97,61,39,89,32,20,80,34,91,99,77,83,91,65,28,18,69,40,96,41,83,75,3,44,54,35,100,75,90,65,34,47,26,35,70,57,14,63,94,11,17,36,41,51,59,64,46,50,80,23,8,23,60,3,62,89,27,71,36,47,68,56,35,21,51,28,74,23,31,75,78,67,24,24,34,9,58,89,27,99,25,46,40,85,88,27,91,79,78,26,31,4,19,76,95,12,1,49,57,20,59,85,96,60,35,21,88,19,44,82,77,92,42,38,0,59,75,32,89,16,99,9,53,67,99,93,61,71,26,0,58,56,32,25,22,16,34,52,50,10,61,2,46,2,96,93,96,53,75,20,23,37,15,43,25,78,97,52,40,39,33,81,64,51,68,63,98,86,90,84,56,9,100,61,23,17,1,23,53,60,18,68,81,24,1,76,36,75,65,33,64,39,60,84,21,87,95,82,65,73,39,13,40,46,39,25,64,70,49,80,45,26,99,29,69,44,88,37,20,15,60,37,69,85,45,93,9,26219
ISRVYYODXY,43,12,16,8,2,91,23,23,93,76,63,73,58,23,86,24,17,61,5,32,39,61,88,1,92,45,65,46,64,100,53,34,78,7,67,6,26,63,70,10,46,15,34,70,100,43,80,74,86,35,76,24,44,69,32,22,5,54,46,52,16,92,73,43,77,83,86,94,68,23,74,50,28,20,75,15,26,53,32,34,18,1,20,63,42,58,26,93,21,68,34,26,92,49,77,99,3,82,80,86,36,54,61,53,32,9,24,63,6,0,80,94,97,42,1,54,31,37,93,82,22,45,68,48,80,44,40,98,59,20,3,35,62,17,82,46,94,100,18,5,6,75,94,4,67,53,33,56,42,17,64,86,67,18,25,37,6,49,69,41,7,22,77,87,2,88,89,47,3,40,46,9,11,67,39,4,37,46,72,37,89,47,51,100,28,92,68,91,43,12,39,7,85,49,28,57,38,33,35,51,24,62,18,17,88,2,35,88,92,1,6,5,59,16,13,30,81,46,62,54,60,93,4,81,94,64,72,2,75,76,4,74,21,97,1,93,75,5,82,61,3,63,57,23,91,60,41,97,83,76,71,83,5,83,90,50,23,30,9,83,20,85,92,10,75,93,44,35,27,5,57,55,13,40,35,76,71,48,70,67,19,77,33,11,43,12,22,58,94,80,79,50,6,12,43,1,8,10,37,32,2,87,22,27,100,63,95,85,26,51,25,17,84,61,13,62,95,3,77,69,31,57,70,75,64,93,18,32,22,95,32,39,13,69,94,57,43,21,1,31,94,13,76,34,38,66,27,73,1,14,80,52,0,43,52,24,24,26,46,71,100,39,22,36,25,32,67,17,42,45,93,77,29,12,84,52,33,32,52,35,24,47,23,82,77,65,51,18,85,92,96,62,98,58,58,19,33,58,70,97,24,88,81,88,74,71,99,31,94,64,98,97,16,22,50,22,54,77,83,94,96,74,39,83,6,10,6,4,4,37,77,9,11,61,68,20,67,59,58,41,27,55,67,1,49,40,23,90,69,91,84,41,71,59,26,82,82,91,1,11,83,43,20,6,97,5,86,2,35,73,26,86,63,18,74,11,99,32,10,83,14,67,68,94,19,32,91,2,96,82,26,49,83,37,12,60,63,10,89,79,24721
RWICGDSJVE,22,72,89,38,68,72,9,32,73,39,58,73,96,1,98,86,2,62,91,28,71,39,5,67,97,80,58,65,80,47,84,37,89,23,78,5,91,20,82,23,53,19,21,29,70,25,46,0,48,52,34,83,73,92,95,12,17,92,47,65,33,52,65,45,34,20,1,80,38,87,49,4,50,34,39,88,84,39,5,65,92,3,38,69,6,95,49,23,73,75,56,82,21,38,98,39,48,85,28,26,38,92,55,62,0,88,60,89,48,42,6,68,15,20,44,17,76,68,28,7,76,80,81,65,37,100,71,55,30,41,36,72,61,99,9,57,82,40,96,40,59,69,86,69,68,68,97,17,22,60,85,69,50,91,66,45,41,66,82,16,33,17,46,58,63,43,95,73,12,34,99,61,59,79,68,21,43,78,42,81,100,74,24,20,51,96,33,36,30,58,29,8,10,20,9,81,3,31,96,72,72,22,48,4,89,14,83,12,42,24,38,95,66,94,8,91,67,86,74,24,93,61,91,34,66,87,81,86,4,98,66,63,36,71,81,18,35,6,10,19,33,43,24,41,63,90,99,42,81,70,3,64,36,100,13,84,45,23,16,49,64,1,28,66,51,85,39,40,60,6,77,22,26,22,68,58,63,90,32,89,87,58,37,43,33,48,88,9,0,91,21,36,39,92,26,67,37,56,24,23,99,31,0,44,95,56,41,20,91,53,10,21,6,30,34,16,25,67,53,4,52,13,91,77,4,93,44,100,95,70,81,65,5,1,36,81,48,63,24,85,95,100,56,95,65,90,41,50,89,68,65,22,51,38,38,72,80,80,96,49,36,36,41,44,58,88,54,92,32,3,18,50,68,34,98,36,11,98,18,15,44,45,29,47,35,86,8,69,0,72,37,54,88,69,81,76,45,93,76,16,60,74,7,90,47,56,24,9,74,36,52,27,45,50,94,67,71,12,66,61,24,13,19,53,38,43,13,74,10,71,94,36,67,77,63,98,4,50,8,97,67,83,33,49,53,30,38,60,65,44,2,54,57,74,30,47,46,100,87,10,44,80,3,75,24,20,89,0,63,65,87,94,3,48,4,68,35,39,57,55,35,11,74,78,1,68,23,66,1,83,10,17,27,66,64,94,36,63,56,70,25785
TUKKLGOCYB,84,75,70,66,54,95,86,40,34,31,99,62,18,87,57,77,24,31,16,17,12,71,3,66,58,69,78,81,94,55,69,58,55,50,7,41,4,89,85,56,69,74,90,32,37,90,7,95,49,50,19,82,68,18,47,26,33,8,54,17,53,36,51,99,61,47,57,52,11,71,93,99,56,18,63,16,86,46,65,86,78,15,35,2,82,6,24,59,19,53,36,33,62,71,56,32,57,79,89,46,20,70,71,73,53,64,17,18,95,64,61,62,28,28,82,19,73,21,55,8,53,100,14,48,11,24,63,36,84,0,61,89,15,50,56,19,33,37,70,38,90,37,0,51,88,18,27,72,6,95,33,89,33,19,89,67,9,80,42,47,74,81,80,55,64,18,96,71,89,96,23,81,86,46,46,85,12,18,41,58,27,10,39,20,86,58,4,5,90,83,60,70,2,76,88,35,55,48,10,66,81,16,37,96,93,56,63,73,3,15,45,55,72,68,66,27,41,54,30,18,91,46,62,56,85,88,90,58,52,98,38,28,60,50,76,95,24,35,75,96,71,33,82,31,43,35,90,6,54,34,38,51,67,46,62,20,95,72,54,82,64,56,49,98,58,7,57,62,10,37,73,62,88,46,37,67,51,37,88,78,60,99,45,47,36,2,25,15,11,78,85,43,5,32,78,17,76,42,0,26,10,65,14,23,58,42,35,31,90,25,72,78,45,33,77,53,98,92,39,41,44,77,92,89,48,35,28,81,51,73,61,21,24,37,66,76,39,99,81,49,6,72,26,21,2,97,2,29,17,69,59,93,10,100,14,18,3,27,40,36,71,60,19,0,89,58,29,43,43,65,19,69,39,24,1,19,9,11,56,48,46,79,70,59,69,5,71,26,75,33,46,66,14,46,93,60,32,4,71,59,10,89,48,26,79,38,45,41,60,71,60,4,32,65,9,97,3,72,54,96,55,16,62,31,70,27,95,63,45,55,12,56,39,58,75,44,81,97,98,78,97,96,17,68,23,17,76,51,46,31,11,98,96,6,97,17,82,37,18,60,67,68,25,31,74,52,57,28,18,75,90,49,30,82,95,66,40,36,98,81,97,17,75,87,24,18,90,35,63,4,67,25,1,91,66,50,71,39,32,12,25696
YXQRUZJYNR,69,26,37,18,5,21,22,95,98,48,83,77,22,35,64,2,77,6,22,1,13,52,91,79,16,48,88,82,55,51,47,77,15,99,39,66,40,71,65,72,69,71,41,55,74,15,61,92,41,70,89,55,69,45,23,44,29,20,58,57,68,94,61,53,7,28,77,47,47,71,50,71,7,13,1,26,26,16,80,58,15,45,8,77,39,98,54,8,3,47,70,56,6,83,63,71,24,14,72,43,52,21,54,48,2,80,8,11,2,82,6,7,24,73,50,92,86,18,100,50,47,26,10,22,58,43,87,18,77,54,21,76,43,15,61,27,93,67,37,89,25,38,22,71,87,11,73,4,48,48,54,47,20,77,88,36,50,55,98,61,26,18,99,24,63,99,65,37,50,83,47,4,2,99,76,49,72,59,55,12,99,90,12,86,64,80,95,83,56,44,82,37,69,28,56,26,22,23,1,44,52,72,7,77,14,59,64,1,78,24,8,13,67,16,41,30,88,66,83,65,33,17,97,28,100,92,21,7,78,72,13,30,98,0,88,61,74,29,55,0,91,4,84,4,54,16,36,62,6,58,32,39,41,19,98,69,69,64,94,73,64,82,68,96,22,14,85,56,88,64,40,55,28,75,11,27,12,83,94,51,65,7,90,35,22,60,2,96,71,40,23,5,24,38,37,41,61,60,94,31,61,50,81,75,34,51,7,20,4,88,92,3,86,50,54,76,74,65,37,28,21,20,47,10,21,18,16,30,43,57,7,81,10,77,75,98,75,82,95,54,16,35,4,67,62,83,47,95,0,29,7,38,61,64,45,7,83,1,49,2,20,100,63,36,78,82,57,4,15,13,17,80,58,32,67,93,51,0,40,88,5,90,75,72,36,17,43,38,6,73,76,31,12,51,58,72,58,34,9,16,81,34,28,22,61,13,16,99,37,76,62,31,23,23,91,9,96,57,83,3,83,79,97,99,86,75,29,59,96,95,23,40,43,13,47,36,0,52,10,99,89,77,50,98,17,42,70,72,7,70,50,8,96,33,18,34,84,50,12,32,70,20,40,51,51,80,26,47,98,0,43,97,16,39,22,1,98,65,71,92,56,28,84,38,73,75,47,14,86,42,8,15,55,29,28,19,64,85,38,24,24487
LYWINITXYU,41,27,21,58,13,72,11,95,83,5,77,91,69,72,21,88,81,55,1,6,13,84,95,17,46,98,1,76,14,28,71,38,39,53,61,41,10,24,70,29,30,6,40,13,64,60,57,69,100,93,12,71,29,61,82,26,86,48,43,76,66,1,15,79,56,99,96,43,42,58,50,90,17,65,97,31,51,22,26,45,66,11,32,74,71,27,54,62,78,94,16,46,76,64,97,0,84,48,79,87,54,86,95,8,5,10,24,98,52,64,14,32,67,69,69,6,78,97,79,20,18,61,43,47,53,23,85,85,29,46,90,61,46,83,6,45,25,87,22,49,71,25,70,45,23,52,40,71,4,77,40,83,0,65,0,79,69,5,74,1,19,58,89,54,28,97,29,10,2,12,39,34,21,37,41,4,12,94,93,17,15,14,90,62,84,50,89,66,6,88,81,81,66,8,76,48,72,36,27,5,34,21,97,52,41,94,72,80,65,94,63,56,37,87,80,35,99,28,88,87,27,69,79,56,22,43,43,31,38,76,41,51,82,49,71,44,35,85,55,97,24,58,38,73,9,100,36,87,83,39,83,44,82,23,67,97,80,10,41,6,10,34,63,10,73,41,33,85,82,50,53,27,50,76,92,93,86,32,0,60,84,87,16,30,56,85,36,29,24,5,75,86,38,47,27,35,44,51,20,29,71,52,13,35,54,42,42,93,79,15,62,38,38,17,53,74,75,92,34,2,70,63,32,12,99,98,77,75,80,65,34,88,9,7,78,96,80,2,79,33,45,59,86,97,96,5,100,29,57,29,72,15,71,42,78,53,9,1,27,43,63,58,21,27,28,95,46,82,52,13,49,86,96,68,5,91,96,93,34,25,93,72,40,85,99,27,79,85,50,86,16,98,71,70,46,60,36,2,15,95,24,72,12,96,10,61,63,29,49,83,78,99,26,68,78,73,63,29,62,74,40,55,49,91,24,76,19,48,99,26,0,100,7,30,45,74,13,82,73,5,24,29,72,56,33,76,98,6,95,65,88,82,0,56,95,78,28,9,68,4,70,25,64,78,45,10,1,25,6,51,46,92,86,29,63,57,77,41,35,76,3,72,70,14,79,98,46,49,26,44,100,54,6,24,78,36,72,100,99,49,26181
WCTYUJWCHV,90,52,43,11,23,84,62,8,28,11,80,55,22,67,58,29,36,66,0,86,90,35,45,99,65,27,51,5,25,21,12,78,47,31,55,59,51,62,75,38,15,78,38,21,5,62,1,35,16,77,61,95,54,10,64,69,92,50,65,24,64,69,17,85,99,52,52,26,97,98,16,20,14,16,63,21,18,63,86,54,11,70,91,65,90,6,93,84,62,17,25,7,99,12,55,64,100,31,72,65,68,41,26,66,44,75,51,34,44,44,56,77,86,79,49,8,30,49,19,42,33,76,4,53,4,41,77,52,14,24,76,68,10,89,53,64,24,41,68,57,16,51,16,91,85,30,98,64,90,19,92,87,68,1,94,1,73,98,62,35,0,33,39,89,18,30,26,79,4,3,9,15,25,68,64,55,23,55,34,10,48,28,24,72,27,73,64,91,48,45,97,4,54,12,27,86,87,1,9,70,30,47,94,58,59,56,14,15,12,28,81,37,76,11,93,47,47,63,19,1,25,56,35,52,39,30,70,94,5,9,64,34,74,7,38,77,80,74,40,94,52,41,39,10,22,49,30,69,100,40,37,11,80,35,29,28,37,32,96,73,89,59,55,25,46,62,91,2,26,36,50,23,34,83,54,59,19,42,4,5,98,75,50,31,23,81,34,30,13,93,2,63,100,31,5,46,21,40,26,27,8,86,41,70,46,82,76,45,91,76,3,11,62,20,62,61,85,25,22,33,69,25,63,25,50,67,78,51,79,79,85,70,32,27,28,27,48,35,69,48,72,95,44,30,20,4,100,10,87,96,31,86,58,3,24,9,90,21,40,34,90,71,6,6,6,86,52,78,13,18,80,49,50,14,9,48,64,3,74,47,71,17,48,8,96,29,95,16,63,30,84,77,96,5,32,49,81,22,76,39,66,16,36,60,30,62,51,27,41,9,10,19,10,36,27,23,51,66,74,80,77,31,76,29,51,7,5,20,57,85,15,31,5,98,96,36,36,5,98,58,8,46,87,9,86,5,38,78,13,59,38,7,100,29,41,30,7,77,5,85,81,19,61,17,3,2,95,83,47,2,78,24,68,52,49,79,62,36,16,44,94,82,1,29,71,1,60,32,35,66,22,35,18,44,70,96,91,48,58,53,23638
QMXOXCOFJO,85,0,55,99,51,26,3,65,97,83,84,30,84,93,33,40,23,97,44,34,44,9,55,17,49,54,9,22,94,71,12,0,23,73,66,58,17,79,26,66,63,60,43,0,31,78,41,95,91,71,83,9,71,98,83,86,90,51,40,6,20,56,19,6,53,80,51,24,56,30,80,65,15,27,10,44,48,41,7,48,25,55,30,2,44,57,44,61,40,0,86,5,78,97,22,15,21,96,64,22,21,28,2,65,43,6,81,94,45,15,12,78,8,23,40,68,24,44,10,95,97,38,61,92,12,44,82,83,47,77,95,91,91,100,62,91,16,9,66,49,5,56,37,74,21,15,11,7,99,30,98,41,80,64,7,62,10,14,91,70,58,0,91,66,36,44,99,43,89,30,31,64,59,53,69,93,97,49,87,49,42,98,62,48,38,32,28,21,91,48,14,53,98,89,46,19,69,5,95,36,59,41,6,48,15,59,43,8,46,65,83,65,88,78,45,11,37,75,28,60,59,40,0,33,47,6,3,97,64,39,71,93,81,48,54,50,60,33,41,9,93,55,8,33,44,81,53,17,27,42,92,68,74,21,19,72,3,8,46,69,50,4,51,1,12,79,22,26,8,35,12,26,52,99,70,55,73,63,25,81,83,12,44,53,2,38,58,19,57,73,38,69,25,60,28,46,8,48,61,82,17,42,31,18,99,16,93,49,99,0,85,57,37,63,19,51,56,38,99,41,27,13,67,2,67,71,84,41,76,75,82,97,84,72,41,100,13,28,48,64,68,3,33,10,78,56,83,3,34,30,26,56,75,75,13,84,4,35,59,24,96,3,30,72,6,68,88,78,19,53,98,77,5,43,6,72,8,39,7,71,31,44,99,30,87,34,62,58,21,1,13,35,81,3,34,92,51,15,72,13,78,25,8,21,27,91,13,4,33,84,68,28,2,2,54,35,3,9,7,77,10,47,88,41,86,98,30,34,66,81,50,60,89,23,52,9,47,15,84,41,35,88,27,99,91,40,44,55,66,77,18,15,71,67,45,16,39,74,51,14,46,85,71,96,47,33,20,86,57,19,54,56,43,78,40,75,10,7,20,15,66,68,65,15,62,30,67,93,6,19,16,3,26,83,32,6,70,27,36,75,24002
OIAEUGKYTN,30,13,82,85,18,38,31,6,25,49,82,64,91,27,61,65,42,75,83,8,90,91,94,7,59,81,44,32,42,8,36,25,76,90,53,59,51,54,87,57,65,73,60,2,75,48,7,39,50,1,49,45,54,37,4,25,48,68,40,23,78,60,37,20,3,87,4,40,58,18,86,15,73,24,67,71,46,10,32,68,34,36,81,38,68,1,55,10,30,92,59,5,48,53,30,38,68,80,1,47,21,54,70,16,35,7,83,71,92,61,77,95,53,87,75,91,80,49,21,79,3,81,100,43,19,60,76,94,89,19,65,18,67,30,99,89,39,94,43,60,2,32,9,90,48,12,45,50,25,54,49,100,47,43,44,52,7,29,9,51,90,23,76,54,44,17,2,19,59,71,66,7,93,62,7,32,94,87,51,31,3,78,82,96,91,56,90,98,91,38,35,62,14,9,46,53,90,26,1,94,64,7,54,19,50,6,39,84,4,76,65,20,4,6,51,75,13,88,57,66,2,56,69,54,13,19,42,67,16,3,5,11,44,81,5,89,11,67,35,33,54,97,64,39,3,94,54,72,16,76,3,7,29,52,16,10,76,31,32,12,3,16,6,98,16,76,2,42,60,50,10,9,30,15,96,98,74,62,66,24,38,10,35,9,38,38,82,27,71,54,47,33,7,84,41,23,61,47,76,65,57,54,80,6,84,59,81,74,82,72,91,39,77,71,51,56,12,99,0,71,69,65,22,14,87,13,86,84,47,88,49,92,83,81,86,55,99,55,52,21,75,39,98,59,69,62,27,21,41,62,23,36,75,49,41,52,34,92,47,60,11,70,14,48,38,6,55,22,99,15,7,20,86,2,16,66,0,55,91,99,60,69,5,69,94,55,66,59,39,76,15,1,21,61,11,26,93,26,86,47,82,16,35,90,50,51,22,50,29,48,0,25,25,46,60,43,93,76,40,18,8,82,22,76,22,41,67,6,6,92,62,22,67,52,43,4,59,18,25,61,16,47,62,11,87,55,23,25,100,38,69,21,34,75,18,1,80,46,72,75,2,18,75,98,98,21,77,57,65,28,97,100,74,36,39,1,50,6,82,42,95,78,84,70,63,24,82,88,82,68,57,32,80,1,14,3,80,56,45,68,24432
URONOKQCQK,22,87,1,0,63,68,76,20,76,63,20,12,24,19,89,11,31,7,74,35,28,60,18,14,47,72,42,81,30,100,43,62,69,32,69,44,86,25,3,28,20,89,58,43,81,39,29,40,57,82,40,90,41,89,33,22,45,55,51,42,44,87,16,99,67,31,26,75,94,94,21,73,5,14,30,68,34,27,92,77,40,21,12,74,12,90,25,44,69,9,45,87,78,83,21,96,78,60,37,13,41,1,58,31,8,95,92,77,73,58,46,36,11,3,55,34,47,97,72,14,6,15,41,18,44,57,23,99,48,65,71,87,31,65,44,97,57,9,45,40,91,5,41,97,46,46,28,39,51,89,64,89,94,65,47,88,45,100,29,79,17,54,1,54,46,44,92,96,40,50,19,84,58,65,80,90,42,11,64,54,77,1,87,91,9,10,8,88,31,56,0,48,49,85,98,9,5,92,72,88,24,58,25,40,46,97,23,56,36,75,70,92,100,70,3,96,36,77,85,30,26,81,16,45,53,12,74,63,89,67,69,79,49,99,61,22,25,5,35,9,3,64,20,81,67,93,70,31,98,27,92,79,52,4,42,50,73,19,31,94,79,4,21,72,18,42,80,8,98,92,59,66,51,52,80,15,66,4,7,56,28,55,55,41,16,72,76,40,95,11,34,54,14,34,84,91,94,19,50,50,41,62,51,48,91,99,29,38,51,9,49,17,96,83,39,1,55,79,1,37,68,36,75,29,76,76,19,48,56,40,56,29,56,65,2,0,15,5,7,52,31,93,60,5,100,98,63,54,84,86,73,96,56,73,7,8,68,14,87,1,45,69,76,1,86,8,8,30,24,2,15,24,5,7,4,98,28,18,25,30,76,43,22,89,78,52,82,16,81,83,31,0,72,63,95,56,56,78,81,49,51,63,74,35,25,92,93,70,42,8,65,7,58,67,22,52,42,59,31,96,41,25,92,77,72,82,93,52,72,43,90,38,76,54,46,3,52,10,56,49,28,31,64,88,40,55,57,5,40,64,13,13,34,60,95,97,3,84,40,31,37,11,76,24,10,83,51,39,5,31,26,16,9,67,35,19,23,74,35,0,18,61,93,78,58,100,40,91,85,68,74,59,59,33,73,96,94,31,53,43,25109
AUHEXUFOBG,20,4,41,22,94,88,89,10,48,1,6,91,7,68,86,39,20,85,18,83,84,27,28,55,80,73,29,52,79,40,93,9,92,85,27,8,74,44,75,12,4,35,55,91,31,93,11,1,64,14,83,28,66,2,50,11,92,99,7,94,73,87,44,60,24,91,48,18,6,57,35,38,84,57,73,7,22,79,58,98,77,41,90,45,57,0,37,8,14,14,97,11,14,74,28,51,20,30,74,57,34,33,71,13,18,86,6,64,99,53,48,20,33,43,13,1,60,58,25,8,31,47,2,80,5,51,92,65,22,82,78,83,77,59,94,73,25,26,81,58,89,14,64,91,14,20,85,98,14,3,63,45,21,73,62,80,27,78,48,52,67,2,56,35,63,69,2,46,89,53,85,47,24,73,9,0,96,15,38,42,18,96,54,15,87,61,14,78,86,4,92,89,9,36,60,42,45,79,1,22,27,94,13,0,77,54,31,34,98,96,37,44,53,100,94,15,73,94,19,34,77,100,13,87,41,1,16,35,57,22,19,70,41,64,63,4,65,69,80,13,94,100,95,99,37,49,88,5,10,96,29,36,3,94,85,19,100,43,96,16,17,72,18,27,52,79,82,67,86,58,43,27,89,78,26,14,99,2,3,61,26,87,57,62,7,35,32,37,17,20,40,34,22,65,21,64,63,28,61,20,70,22,35,64,47,16,85,94,90,10,59,83,60,62,71,99,2,51,8,7,98,44,31,90,67,35,94,10,32,28,17,36,4,8,17,86,75,22,48,82,64,8,99,37,66,5,5,54,57,67,37,31,29,9,34,97,30,17,48,26,37,77,56,86,92,28,30,45,18,35,80,20,86,29,91,17,86,72,56,10,9,61,55,55,38,7,98,70,46,39,57,87,7,81,9,32,61,98,61,42,75,90,47,39,49,100,69,97,71,11,41,28,78,81,51,61,65,25,97,3,64,73,63,33,7,50,99,85,82,60,68,46,71,25,44,74,62,63,3,62,38,1,84,45,59,44,29,26,75,0,47,13,65,11,90,22,65,94,84,64,84,13,69,73,82,56,89,52,40,0,97,35,67,35,57,8,86,99,50,10,48,71,7,51,49,99,35,3,16,68,100,88,3,35,36,98,6,39,42,13,24808
VXVLQYSBTR,12,29,72,9,4,84,86,28,16,74,45,87,18,9,39,44,56,2,48,92,88,13,70,43,84,1,54,46,76,92,14,11,6,29,11,78,6,15,29,97,99,11,10,90,33,20,2,68,47,95,93,93,48,56,17,17,21,41,91,4,92,16,27,90,62,20,30,49,17,80,81,86,39,91,46,21,85,16,2,5,75,95,92,26,59,26,45,19,94,13,37,92,48,73,0,20,100,99,16,23,52,22,9,85,36,99,87,2,91,33,54,57,77,76,16,53,94,25,66,28,92,9,64,46,88,59,20,44,6,45,50,81,5,47,52,49,82,5,82,32,63,99,93,53,26,97,61,96,92,14,85,72,97,100,50,61,89,37,11,2,35,90,73,47,61,81,82,65,7,72,87,10,74,86,61,63,36,27,66,63,88,15,72,87,77,17,29,70,77,67,44,74,80,22,80,47,16,44,64,86,66,45,81,95,70,52,86,12,7,1,39,10,47,8,86,15,32,69,47,86,6,63,0,11,96,47,43,3,70,36,72,89,18,78,98,81,23,50,46,41,7,90,47,38,36,89,65,5,93,89,90,93,81,28,81,84,88,1,55,98,32,71,79,40,60,80,30,66,76,90,73,12,95,36,31,23,33,8,46,51,39,10,36,80,13,93,88,54,2,60,17,97,11,78,15,61,72,54,45,12,91,14,100,38,17,82,16,75,45,49,43,95,74,69,94,49,19,91,43,14,58,39,70,88,67,44,91,69,95,78,98,6,19,100,33,15,52,77,95,85,55,17,89,18,69,40,93,63,57,75,32,60,95,71,47,20,85,32,85,24,30,43,70,91,90,62,38,82,39,4,26,89,9,68,38,47,75,30,81,7,5,19,15,88,17,64,50,22,85,22,67,32,13,28,51,0,1,83,77,55,93,60,28,73,7,47,12,38,14,85,70,18,26,69,66,65,94,100,64,90,93,53,56,51,32,70,20,24,72,56,42,23,16,40,46,82,89,73,72,43,57,36,0,45,92,9,70,14,93,89,77,27,17,57,8,75,35,75,83,85,82,44,52,11,50,89,38,68,57,78,78,3,40,11,5,23,85,94,48,97,54,31,99,61,24,59,58,70,59,13,65,33,98,98,70,79,72,47,95,28,26311
